"Reporting Period",Label,"Release Name","Release Version","Release Artists","UPC Code",Catalogue,"Track Title","Mix Version","ISRC Code","Track Artists","Digital Service Provider","Activity Period",Territory,Delivery,"Content Type","Sale or Void",Count,"Royalty ($US)"
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",POL,Streaming,Single,Sale,17,0.033232000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",HUN,Streaming,Single,Sale,14,0.033249000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",TIDAL,"August 2024",USA,Streaming,Single,Sale,5,0.033690000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",DEU,Streaming,Single,Sale,37,0.033712000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",ITA,Streaming,Single,Sale,16,0.033759000000
AUG-24,"DirtySnatcha Records","No Traces",,"Trenches, Virg™",198342361740,DSR130,"No Traces",,GBRKQ2472806,"Trenches, Virg™","YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,3,0.033764000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz","Amazon Music Unlimited","August 2024",ITA,Streaming,Single,Sale,3,0.033800000000
AUG-24,"DirtySnatcha Records","Power Transient",,Hexadrone,198342491300,DSR0032A,"Power Transient",,GBRKQ2053155,Hexadrone,"Apple Music","August 2024",USA,Streaming,Single,Sale,2,0.033827000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",NOR,Streaming,Single,Sale,6,0.033941000000
AUG-24,"DirtySnatcha Records","Game Time",,"Autokorekt, Eazley",198342476338,DSR0006A,"Game Time",,GBWUL2023530,"Autokorekt, Eazley, Rico Act",Spotify,"August 2024",USA,Streaming,Single,Sale,17,0.034014000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",CAN,Streaming,Single,Sale,23,0.034093000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",FRA,Streaming,Single,Sale,3,0.034197000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",AUS,Streaming,Single,Sale,8,0.034221000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",MEX,Streaming,Single,Sale,38,0.034320000000
AUG-24,"DirtySnatcha Records","The Back Rooms EP",,"In Orbit Dubz",198342501023,DSR0081A,Nightmare,,QZWDD2257336,"In Orbit Dubz","Apple Music","August 2024",USA,Streaming,Single,Sale,10,0.034430000000
AUG-24,"DirtySnatcha Records","The Back Rooms EP",,"In Orbit Dubz",198342501023,DSR0081A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz","Apple Music","August 2024",USA,Streaming,Single,Sale,10,0.034430000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",SWE,Streaming,Single,Sale,3,0.034458000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz","Apple Music","August 2024",USA,Streaming,Single,Sale,11,0.034489000000
AUG-24,"DirtySnatcha Records","Giving Up VIP",,"CHRMNDRS, SEEING\\DOUBLE",198342492154,DSR0044A,"Giving Up VIP",,GBWUL2158623,"CHRMNDRS, SEEING\\DOUBLE","Apple Music","August 2024",USA,Streaming,Single,Sale,2,0.034549000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple Music","August 2024",GBR,Streaming,Single,Sale,6,0.034638000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",CAN,Streaming,Single,Sale,23,0.034886000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",BEL,Streaming,Single,Sale,14,0.035104000000
AUG-24,"DirtySnatcha Records","Fuck It Up",,"In Orbit Dubz",198342501825,DSR0078A,"Fuck It Up",,QZWDD2257318,"In Orbit Dubz",Spotify,"August 2024",USA,Streaming,Single,Sale,10,0.035216000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",MEX,Streaming,Single,Sale,48,0.035281000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,Spotify,"August 2024",MEX,Streaming,Single,Sale,48,0.035281000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple DJ Mixes","August 2024",USA,Streaming,Single,Sale,121,0.035400000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,Spotify,"August 2024",CAN,Streaming,Single,Sale,24,0.035574000000
AUG-24,"DirtySnatcha Records","Out Of Service",,"Autokorekt, ChemDawg",198342492215,DSR0046A,"Out Of Service",,GBWUL2192863,"Autokorekt, ChemDawg, Versace","Apple Music","August 2024",USA,Streaming,Single,Sale,5,0.035584000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",SWE,Streaming,Single,Sale,7,0.036167000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,Spotify,"August 2024",USA,Streaming,Single,Sale,13,0.036204000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",NLD,Streaming,Single,Sale,8,0.036239000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",GTM,Streaming,Single,Sale,16,0.036305000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",ISR,Streaming,Single,Sale,8,0.036554000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,"Apple Music","August 2024",USA,Streaming,Single,Sale,10,0.036567000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",MEX,Streaming,Single,Sale,50,0.036750000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",GBR,Streaming,Single,Sale,6,0.036752000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",USA,Streaming,Single,Sale,19,0.036875000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",AUS,Streaming,Single,Sale,27,0.036989000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark","Apple Music","August 2024",USA,Streaming,Single,Sale,13,0.037086000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Facebook / Instagram - Revenue Share","July 2024",USA,Streaming,"User Generated Content: Production",Sale,1,0.037209000000
AUG-24,"DirtySnatcha Records",FLU,,PROTOCOL,198342498040,DSR0084A,FLU,,QZWDD2296532,PROTOCOL,"Apple Music","August 2024",USA,Streaming,Single,Sale,3,0.037220000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",MEX,Streaming,Single,Sale,19,0.037235000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",USA,Streaming,Single,Sale,12,0.037304000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",MEX,Streaming,Single,Sale,291,0.037468000000
AUG-24,"DirtySnatcha Records",Riddimption,,"Nothing x Hurts",198622420181,DSR136,Riddimption,,QZWV32419969,"Nothing x Hurts","Apple Music","August 2024",USA,Streaming,Single,Sale,12,0.037624000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,TIDAL,"August 2024",USA,Streaming,Single,Sale,4,0.037747000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,TIDAL,"August 2024",USA,Streaming,Single,Sale,4,0.037747000000
AUG-24,"DirtySnatcha Records",WDGAF,,CRiiOZ,197999026187,DSR0102,WDGAF,,QZWDE2357423,CRiiOZ,TIDAL,"August 2024",USA,Streaming,Single,Sale,4,0.037747000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Let Go",,USLZJ2405592,CRiiOZ,TIDAL,"August 2024",USA,Streaming,Single,Sale,4,0.037747000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Watch Out",,USLZJ2405588,CRiiOZ,TIDAL,"August 2024",USA,Streaming,Single,Sale,4,0.037747000000
AUG-24,"DirtySnatcha Records","Acting Out",,"Megahurtz, Blue",198342479070,DSR0029A,"Acting Out",,USLZJ2069505,"Megahurtz, Blue, Rico Act",Spotify,"August 2024",USA,Streaming,Single,Sale,6,0.037839000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark","Apple Music","August 2024",USA,Streaming,Single,Sale,11,0.037873000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,"Apple Music","August 2024",JPN,Streaming,Single,Sale,9,0.037873000000
AUG-24,"DirtySnatcha Records","Take A Trip","DirtySnatcha Remix","HEXED, Labs",198342492369,DSR0086A,"Take A Trip","DirtySnatcha Remix",QZ5FN2303924,"HEXED, Labs, DirtySnatcha","Apple Music","August 2024",USA,Streaming,Single,Sale,11,0.037873000000
AUG-24,"DirtySnatcha Records","Keep Moving","Aelius, Voyager, Wilco Beats Remix",DirtySnatcha,198342499863,DSR0083A,"Keep Moving","Aelius, Voyager, Wilco Beats Remix",QZWDD2263373,"DirtySnatcha, Aelius, Voyager, Wilco Beats",Spotify,"August 2024",CAN,Streaming,Single,Sale,9,0.037899000000
AUG-24,"DirtySnatcha Records","Loose It","BOU$HY Remix","Eazley, Autokorekt",198342491560,DSR0039A,"Loose It","BOU$HY Remix",GBRKQ2109631,"Eazley, Autokorekt, BOU$HY",Spotify,"August 2024",USA,Streaming,Single,Sale,19,0.038015000000
AUG-24,"DirtySnatcha Records","Round 2",,"Nekz, Meechie Murda",197999919441,DSR121,"Round 2",,QZ5FN2445592,"Nekz, Meechie Murda",Spotify,"August 2024",USA,Streaming,Single,Sale,19,0.038015000000
AUG-24,"DirtySnatcha Records","Crushed Glass",,BBX,198342479902,DSR0095A,"Crushed Glass",,QZTV32366684,BBX,Spotify,"August 2024",USA,Streaming,Single,Sale,19,0.038015000000
AUG-24,"DirtySnatcha Records",Liquidator,,"Sinister Bass",198342507896,DSR0060A,Liquidator,,GBRKQ2204555,"Sinister Bass",Spotify,"August 2024",USA,Streaming,Single,Sale,19,0.038015000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",MEX,Streaming,Single,Sale,21,0.038120000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",DEU,Streaming,Single,Sale,9,0.038419000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",FRA,Streaming,Single,Sale,8,0.038475000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE","Apple Music","August 2024",USA,Streaming,Single,Sale,2,0.038722000000
AUG-24,"DirtySnatcha Records",WDGAF,,CRiiOZ,197999026187,DSR0102,WDGAF,,QZWDE2357423,CRiiOZ,Spotify,"August 2024",USA,Streaming,Single,Sale,11,0.038737000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz",Spotify,"August 2024",USA,Streaming,Single,Sale,11,0.038737000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark",Spotify,"August 2024",USA,Streaming,Single,Sale,11,0.038737000000
AUG-24,"DirtySnatcha Records",Game,,"Sloth, CHACKK",197999855442,DSR116,Game,,QZ5FN2416543,"Sloth, CHACKK",Spotify,"August 2024",USA,Streaming,Single,Sale,11,0.038737000000
AUG-24,"DirtySnatcha Records",Maniac,,Sinatra,197999611932,DSR114,Maniac,,QZZEB2305800,Sinatra,"Apple Music","August 2024",USA,Streaming,Single,Sale,6,0.038774000000
AUG-24,"DirtySnatcha Records",Bloodthirsty,,Howker,198342475331,DSR0004A,Bloodthirsty,,GBWUL1958037,Howker,"Apple Music","August 2024",USA,Streaming,Single,Sale,6,0.038774000000
AUG-24,"DirtySnatcha Records",Whoa,,"KirbyBright, Devious",198342485866,DSR133,Whoa,,GBWUL2431903,"KirbyBright, Devious",Spotify,"August 2024",CAN,Streaming,Single,Sale,12,0.038904000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz","Amazon Music Unlimited","August 2024",ESP,Streaming,Single,Sale,2,0.038935000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit",Spotify,"August 2024",USA,Streaming,Single,Sale,14,0.038990000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,"Apple Music","August 2024",GBR,Streaming,Single,Sale,1,0.039595000000
AUG-24,"DirtySnatcha Records",Riptide,,"David Vance, Blue",198342508046,DSR0064A,Riptide,,GBRKQ2211179,"David Vance, Blue",Spotify,"August 2024",USA,Streaming,Single,Sale,9,0.039643000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",JPN,Streaming,Single,Sale,12,0.039784000000
AUG-24,"DirtySnatcha Records",Shook,,BBX,198342479957,DSR0094A,Shook,,QZTV32366682,BBX,Spotify,"August 2024",USA,Streaming,Single,Sale,20,0.040016000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Snap,"July 2024",USA,Streaming,"User Generated Content",Sale,5,0.040047000000
AUG-24,"DirtySnatcha Records",WDGAF,,CRiiOZ,197999026187,DSR0102,WDGAF,,QZWDE2357423,CRiiOZ,"YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,2,0.040096000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",CHE,Streaming,Single,Sale,6,0.040124000000
AUG-24,"DirtySnatcha Records","The Back Rooms EP",,"In Orbit Dubz",198342501023,DSR0081A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz","Apple Music","August 2024",USA,Streaming,Single,Sale,3,0.040173000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Let Go",,USLZJ2405592,CRiiOZ,"YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,3,0.040220000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,"YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,8,0.040412000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Spotify,"August 2024",CAN,Streaming,Single,Sale,15,0.040413000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",CAN,Streaming,Single,Sale,15,0.040413000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit","Apple Music","August 2024",USA,Streaming,Single,Sale,2,0.040669000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,"Apple Music","August 2024",USA,Streaming,Single,Sale,11,0.041085000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Snap,"August 2024",USA,Streaming,"User Generated Content",Sale,1,0.041338000000
AUG-24,"DirtySnatcha Records","The Back Rooms EP",,"In Orbit Dubz",198342501023,DSR0081A,Destroy,,QZWDD2257331,"In Orbit Dubz, DSTRTN","Apple Music","August 2024",USA,Streaming,Single,Sale,2,0.041533000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Deezer,"June 2024",CAN,Streaming,Single,Sale,7,0.041574000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",BEL,Streaming,Single,Sale,8,0.041638000000
AUG-24,"DirtySnatcha Records",Dimension,,"In Orbit Dubz, Nein Lives",198342496138,DSR0051A,Dimension,,QZ5FN2266737,"In Orbit Dubz, Nein Lives","Apple Music","August 2024",USA,Streaming,Single,Sale,6,0.041926000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",FIN,Streaming,Single,Sale,7,0.042018000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,"Apple Music","August 2024",JPN,Streaming,Single,Sale,10,0.042083000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",NLD,Streaming,Single,Sale,8,0.042182000000
AUG-24,"DirtySnatcha Records","Need U","Dobadlyy Remix","DirtySnatcha, Autokorekt",198342491317,DSR0033A,"Need U","Dobadlyy Remix",QZ5FN2114150,"DirtySnatcha, Autokorekt, Dobadlyy",Spotify,"August 2024",USA,Streaming,Single,Sale,12,0.042259000000
AUG-24,"DirtySnatcha Records",Dimension,,"In Orbit Dubz, Nein Lives",198342496138,DSR0051A,Dimension,,QZ5FN2266737,"In Orbit Dubz, Nein Lives",Spotify,"August 2024",USA,Streaming,Single,Sale,12,0.042259000000
AUG-24,"DirtySnatcha Records",Radioactivity,,"In Orbit Dubz",198342500118,DSR0053A,Radioactivity,,USLZJ2286474,"In Orbit Dubz",Snap,"July 2024",USA,Streaming,"User Generated Content",Sale,6,0.042331000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple Music","August 2024",FRA,Streaming,Single,Sale,6,0.042418000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",CHE,Streaming,Single,Sale,7,0.042463000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",DEU,Streaming,Single,Sale,9,0.042509000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",TIDAL,"August 2024",USA,Streaming,Single,Sale,5,0.042575000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",ESP,Streaming,Single,Sale,22,0.042577000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",USA,Streaming,Single,Sale,22,0.042696000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple Music","August 2024",USA,Streaming,Single,Sale,6,0.042701000000
AUG-24,"DirtySnatcha Records","Game Time",,"Autokorekt, Eazley",198342476338,DSR0006A,"Game Time",,GBWUL2023530,"Autokorekt, Eazley, Rico Act",Spotify,"August 2024",GBR,Streaming,Single,Sale,7,0.042879000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Let Go",,USLZJ2405592,CRiiOZ,"YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,10,0.042956000000
AUG-24,"DirtySnatcha Records",Riddimption,,"Nothing x Hurts",198622420181,DSR136,Riddimption,,QZWV32419969,"Nothing x Hurts","YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,10,0.042957000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",FRA,Streaming,Single,Sale,9,0.043285000000
AUG-24,"DirtySnatcha Records",LIGMA,,"BBX, Jonomatic, Geeku",198342492208,DSR0045A,LIGMA,,GBWUL2171015,"BBX, Jonomatic, Geeku",Snap,"August 2024",CAN,Streaming,"User Generated Content",Sale,1,0.043716000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Let Go",,USLZJ2405592,CRiiOZ,Spotify,"August 2024",USA,Streaming,Single,Sale,22,0.044017000000
AUG-24,"DirtySnatcha Records","The Back Rooms EP",,"In Orbit Dubz",198342501023,DSR0081A,"Fuck It Up",,QZWDD2257318,"In Orbit Dubz","Apple Music","August 2024",USA,Streaming,Single,Sale,4,0.044071000000
AUG-24,"DirtySnatcha Records",Suffer,,"Phobos & Deimos",198342503287,DSR0073A,Suffer,,QZTRX2218697,"Phobos & Deimos",TIDAL,"July 2024",USA,Streaming,Single,Sale,5,0.044078000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,Spotify,"August 2024",USA,Streaming,Single,Sale,16,0.044559000000
AUG-24,"DirtySnatcha Records","Out Of Service",,"Autokorekt, ChemDawg",198342492215,DSR0046A,"Out Of Service",,GBWUL2192863,"Autokorekt, ChemDawg, Versace",Spotify,"August 2024",USA,Streaming,Single,Sale,16,0.044559000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",NOR,Streaming,Single,Sale,17,0.044594000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,"Apple Music","August 2024",USA,Streaming,Single,Sale,3,0.044612000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",CHE,Streaming,Single,Sale,13,0.044941000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark","YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,4,0.045017000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,"YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,4,0.045018000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,"Apple Music","August 2024",CAN,Streaming,Single,Sale,2,0.045114000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",CAN,Streaming,Single,Sale,29,0.045168000000
